Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary,Year,Month,Hour,Month_sin,Month_cos,Hour_sin,Hour_cos,Wind Bearing (degrees)_sin,Wind Bearing (degrees)_cos,Heavy_Cloud,New_Summary
Partly Cloudy,rain,22.0666666666667,22.0666666666667,0.65,4.83,308,11.27,0,1011.59,Mostly cloudy throughout the day.,2010,7,10,-0.5,-0.866025403784439,0.398401089846241,-0.917211301505453,-0.77870393138964,0.627391574089355,False,Light Cloud
Partly Cloudy,rain,21.7944444444444,21.7944444444444,0.67,4.2504,301,11.4471,0,1011.54,Mostly cloudy throughout the day.,2010,7,12,-0.5,-0.866025403784439,-0.136166649096246,-0.990685946036331,-0.849538963665218,0.52752587539819,False,Light Cloud
Mostly Cloudy,rain,16.2055555555556,16.2055555555556,1,3.1234,194,8.1305,0,1012.37,Mostly cloudy throughout the day.,2010,7,20,-0.5,-0.866025403784439,-0.730835964278124,0.682553143218654,-0.251062425846371,-0.967970897459286,True,Heavy Cloud / Rain
Mostly Cloudy,rain,15.6277777777778,15.6277777777778,0.95,10.9158,271,9.982,0,1012.49,Mostly cloudy throughout the day.,2010,7,2,-0.5,-0.866025403784439,0.519583950035434,0.854419404546488,-0.999530989041473,0.030623552141682,True,Heavy Cloud / Rain
Overcast,rain,21.0666666666667,21.0666666666667,0.72,15.295,254,10.4006,0,1013.64,Mostly cloudy throughout the day.,2010,7,9,-0.5,-0.866025403784439,0.631087944326053,-0.77571129070442,-0.964592047263561,-0.263746435721685,True,Heavy Cloud / Rain
Partly Cloudy,rain,19.5388888888889,19.5388888888889,0.88,5.5062,213,7.2128,0,1012.39,Mostly cloudy throughout the day.,2010,7,18,-0.5,-0.866025403784439,-0.979084087682323,0.203456013052633,-0.553294360731914,-0.832985804430221,False,Light Cloud
Mostly Cloudy,rain,17.8722222222222,17.8722222222222,0.89,4.6368,240,14.9086,0,1013.16,Mostly cloudy throughout the day.,2010,7,20,-0.5,-0.866025403784439,-0.730835964278124,0.682553143218654,-0.871800291026342,-0.489861462626307,True,Heavy Cloud / Rain
Mostly Cloudy,rain,17.7555555555556,17.7555555555556,0.87,3.4937,233,15.8263,0,1013.06,Partly cloudy until night.,2010,7,22,-0.5,-0.866025403784439,-0.269796771157025,0.962917287347799,-0.805401260854916,-0.592729962979189,True,Heavy Cloud / Rain
Mostly Cloudy,rain,16.1833333333333,16.1833333333333,0.99,2.9946,175,9.982,0,1012.54,Partly cloudy until night.,2010,7,4,-0.5,-0.866025403784439,0.887885218402375,0.460065037731152,0.078677193303368,-0.99690014507668,True,Heavy Cloud / Rain
Mostly Cloudy,rain,19.8166666666667,19.8166666666667,0.8,3.22,204,9.982,0,1012.95,Partly cloudy until night.,2010,7,6,-0.5,-0.866025403784439,0.997668769190539,-0.068242413364671,-0.415776805045504,-0.909466683494318,True,Heavy Cloud / Rain
Partly Cloudy,rain,23.8777777777778,23.8777777777778,0.61,3.0268,86,11.4471,0,1012.62,Partly cloudy until night.,2010,7,9,-0.5,-0.866025403784439,0.631087944326053,-0.77571129070442,0.997846982909545,0.065585049350583,False,Light Cloud
Partly Cloudy,rain,27.7944444444444,28.0333333333333,0.48,12.6707,173,10.4006,0,1010.56,Partly cloudy until night.,2010,7,15,-0.5,-0.866025403784439,-0.816969893010442,-0.576680322114867,0.113517183462907,-0.993536033095252,False,Light Cloud
Partly Cloudy,rain,22.0833333333333,22.0833333333333,0.72,11.2378,121,15.8263,0,1010.72,Partly cloudy until night.,2010,7,20,-0.5,-0.866025403784439,-0.730835964278124,0.682553143218654,0.854122731360408,-0.520071494867231,False,Light Cloud
Partly Cloudy,rain,17.0166666666667,17.0166666666667,0.95,3.1717,331,7.6314,0,1016.03,Partly cloudy until night.,2010,7,0,-0.5,-0.866025403784439,0,1,-0.470673048315574,0.88230770232914,False,Light Cloud
Partly Cloudy,rain,20.0333333333333,20.0333333333333,0.93,0.1449,350,8.1305,0,1016.86,Partly cloudy until night.,2010,7,5,-0.5,-0.866025403784439,0.979084087682323,0.203456013052634,-0.156866610836707,0.987619798507809,False,Light Cloud
Partly Cloudy,rain,30,31.1388888888889,0.51,9.8049,274,11.27,0,1015.18,Partly cloudy until night.,2010,7,11,-0.5,-0.866025403784439,0.136166649096247,-0.990685946036331,-0.996546353194792,0.08303834014575,False,Light Cloud
Mostly Cloudy,rain,17.4055555555556,17.4055555555556,0.97,2.5599,2,9.982,0,1014.96,Partly cloudy until night.,2010,7,20,-0.5,-0.866025403784439,-0.730835964278124,0.682553143218654,0.034996670133172,0.99938742891813,True,Heavy Cloud / Rain
Partly Cloudy,rain,17.3944444444444,17.3944444444444,0.97,1.9964,177,8.4203,0,1015.32,Partly cloudy until night.,2010,7,21,-0.5,-0.866025403784439,-0.519583950035434,0.854419404546488,0.043740812396988,-0.999042912657335,False,Light Cloud
Clear,rain,20.5111111111111,20.5111111111111,0.73,10.9158,121,15.8263,0,1010.53,Partly cloudy starting overnight continuing until night.,2010,7,22,-0.5,-0.866025403784439,-0.269796771157025,0.962917287347799,0.854122731360408,-0.520071494867231,False,Clear
Partly Cloudy,rain,18.3111111111111,18.3111111111111,0.84,10.8192,132,15.8263,0,1009.25,Partly cloudy starting overnight continuing until night.,2010,7,2,-0.5,-0.866025403784439,0.519583950035434,0.854419404546488,0.738835496277049,-0.673885828194248,False,Light Cloud
Partly Cloudy,rain,18.8222222222222,18.8222222222222,0.84,14.1197,140,9.982,0,1009.56,Partly cloudy starting overnight continuing until night.,2010,7,5,-0.5,-0.866025403784439,0.979084087682323,0.203456013052634,0.637558834511389,-0.770401669609093,False,Light Cloud
Partly Cloudy,rain,23.7333333333333,23.7333333333333,0.63,15.134,170,9.982,0,1010.07,Partly cloudy starting overnight continuing until night.,2010,7,7,-0.5,-0.866025403784439,0.94226092211882,-0.334879612170986,0.165503110095191,-0.986209268131677,False,Light Cloud
Mostly Cloudy,rain,28.6166666666667,29.1444444444444,0.5,11.2861,180,10.0464,0,1010.43,Partly cloudy starting overnight continuing until night.,2010,7,11,-0.5,-0.866025403784439,0.136166649096247,-0.990685946036331,-0.008750842777063,-0.999961710642308,True,Heavy Cloud / Rain
Mostly Cloudy,rain,28.5,29.05,0.5,6.0214,140,9.982,0,1010.46,Partly cloudy starting overnight continuing until night.,2010,7,14,-0.5,-0.866025403784439,-0.631087944326053,-0.77571129070442,0.637558834511389,-0.770401669609093,True,Heavy Cloud / Rain
Partly Cloudy,rain,18.7333333333333,18.7333333333333,0.97,5.7799,272,11.4954,0,1015,Mostly cloudy throughout the day.,2010,7,0,-0.5,-0.866025403784439,0,1,-0.998841963115568,0.048111669264716,False,Light Cloud
Mostly Cloudy,rain,23.5277777777778,23.5277777777778,0.7,11.8657,57,9.982,0,1014.64,Mostly cloudy throughout the day.,2010,7,7,-0.5,-0.866025403784439,0.94226092211882,-0.334879612170986,0.840176614468314,0.542312876945183,True,Heavy Cloud / Rain
Partly Cloudy,rain,25.6111111111111,25.6111111111111,0.63,7.6475,57,11.4471,0,1014.79,Mostly cloudy throughout the day.,2010,7,9,-0.5,-0.866025403784439,0.631087944326053,-0.77571129070442,0.840176614468314,0.542312876945183,False,Light Cloud
Mostly Cloudy,rain,27.2833333333333,28.2277777777778,0.57,3.0107,257,11.27,0,1014.56,Mostly cloudy throughout the day.,2010,7,10,-0.5,-0.866025403784439,0.398401089846241,-0.917211301505453,-0.977104570528231,-0.212759625523362,True,Heavy Cloud / Rain
Mostly Cloudy,rain,28.4166666666667,29.2777777777778,0.53,9.8854,182,11.27,0,1014.17,Mostly cloudy throughout the day.,2010,7,11,-0.5,-0.866025403784439,0.136166649096247,-0.990685946036331,-0.043740812396987,-0.999042912657335,True,Heavy Cloud / Rain
Mostly Cloudy,rain,22.2888888888889,22.2888888888889,0.63,12.4131,10,9.982,0,1016.81,Partly cloudy until night.,2010,7,8,-0.5,-0.866025403784439,0.816969893010442,-0.576680322114867,0.174126935338113,0.984723215116693,True,Heavy Cloud / Rain
Clear,rain,18,18,0.87,3.1556,238,15.3111,0,1016.18,Partly cloudy until night.,2010,7,21,-0.5,-0.866025403784439,-0.519583950035434,0.854419404546488,-0.854122731360408,-0.520071494867232,False,Clear
Clear,rain,16.4777777777778,16.4777777777778,0.93,3.0751,210,15.8263,0,1015.7,Partly cloudy starting in the morning.,2010,7,23,-0.5,-0.866025403784439,-2.44929359829471E-16,1,-0.508815428782493,-0.860875635288215,False,Clear
Clear,rain,14.8833333333333,14.8833333333333,1,3.22,90,15.8263,0,1015.59,Partly cloudy starting in the morning.,2010,7,1,-0.5,-0.866025403784439,0.269796771157024,0.962917287347799,0.999990427614762,-0.004375463272152,False,Clear
Mostly Cloudy,rain,17.5277777777778,17.5277777777778,0.96,0.2254,167,9.982,0,1015.25,Partly cloudy starting in the morning.,2010,7,4,-0.5,-0.866025403784439,0.887885218402375,0.460065037731152,0.217032874067661,-0.97616429537959,True,Heavy Cloud / Rain
Mostly Cloudy,rain,21.0833333333333,21.0833333333333,0.79,9.4024,173,9.982,0,1015.07,Partly cloudy starting in the morning.,2010,7,7,-0.5,-0.866025403784439,0.94226092211882,-0.334879612170986,0.113517183462907,-0.993536033095252,True,Heavy Cloud / Rain
Partly Cloudy,rain,19.8833333333333,19.8833333333333,0.93,0,0,11.9784,0,1014.01,Partly cloudy starting in the morning.,2010,7,20,-0.5,-0.866025403784439,-0.730835964278124,0.682553143218654,0,1,False,Light Cloud
Partly Cloudy,rain,25.8944444444444,25.8944444444444,0.6,17.0499,288,11.4471,0,1012.83,Partly cloudy until night.,2010,7,15,-0.5,-0.866025403784439,-0.816969893010442,-0.576680322114867,-0.946636725477823,0.32230251314041,False,Light Cloud
Partly Cloudy,rain,17.7555555555556,17.7555555555556,0.84,20.9944,301,15.8263,0,1015.94,Partly cloudy starting overnight continuing until night.,2010,7,23,-0.5,-0.866025403784439,-2.44929359829471E-16,1,-0.849538963665218,0.52752587539819,False,Light Cloud
Partly Cloudy,rain,15.5166666666667,15.5166666666667,0.87,19.9318,302,14.9569,0,1016.54,Partly cloudy starting overnight continuing until night.,2010,7,3,-0.5,-0.866025403784439,0.730835964278124,0.682553143218654,-0.840176614468315,0.542312876945183,False,Light Cloud
Partly Cloudy,rain,16.0166666666667,16.0166666666667,0.86,22.0248,300,9.982,0,1016.84,Partly cloudy starting overnight continuing until night.,2010,7,4,-0.5,-0.866025403784439,0.887885218402375,0.460065037731152,-0.85864109143405,0.512577287929287,False,Light Cloud
Partly Cloudy,rain,18.8666666666667,18.8666666666667,0.68,23.828,310,11.27,0,1017.74,Partly cloudy starting overnight continuing until night.,2010,7,7,-0.5,-0.866025403784439,0.94226092211882,-0.334879612170986,-0.756270303917195,0.654259296772306,False,Light Cloud
Partly Cloudy,rain,17.3777777777778,17.3777777777778,0.85,4.6368,142,11.2056,0,1019.95,Partly cloudy starting overnight continuing until night.,2010,7,17,-0.5,-0.866025403784439,-0.997668769190539,-0.068242413364671,0.610206791305022,-0.792242180046751,False,Light Cloud
Mostly Cloudy,rain,17.1833333333333,17.1833333333333,0.86,4.347,138,11.3988,0,1020.22,Partly cloudy starting overnight continuing until night.,2010,7,18,-0.5,-0.866025403784439,-0.979084087682323,0.203456013052633,0.664129777507731,-0.747617307602982,True,Heavy Cloud / Rain
Mostly Cloudy,rain,17.9666666666667,17.9666666666667,0.76,11.7852,314,9.982,0,1021.47,Partly cloudy throughout the day.,2010,7,7,-0.5,-0.866025403784439,0.94226092211882,-0.334879612170986,-0.708652052587218,0.705558125432571,True,Heavy Cloud / Rain
Partly Cloudy,rain,22.5833333333333,22.5833333333333,0.55,11.0929,16,11.3988,0,1021.39,Partly cloudy throughout the day.,2010,7,9,-0.5,-0.866025403784439,0.631087944326053,-0.77571129070442,0.276385001892226,0.961046997148961,False,Light Cloud
Partly Cloudy,rain,23.7944444444444,23.7944444444444,0.53,10.7709,358,11.2056,0,1021.31,Partly cloudy throughout the day.,2010,7,10,-0.5,-0.866025403784439,0.398401089846241,-0.917211301505453,-0.017501015425829,0.999846845501382,False,Light Cloud
Mostly Cloudy,rain,24.7833333333333,24.7833333333333,0.48,9.3863,355,11.3988,0,1021.09,Partly cloudy throughout the day.,2010,7,12,-0.5,-0.866025403784439,-0.136166649096246,-0.990685946036331,-0.069950464370174,0.99755046615918,True,Heavy Cloud / Rain
Mostly Cloudy,rain,24.0055555555555,24.0055555555555,0.53,9.016,347,9.982,0,1020.55,Partly cloudy throughout the day.,2010,7,16,-0.5,-0.866025403784439,-0.94226092211882,-0.334879612170986,-0.208482303744865,0.978026139234138,True,Heavy Cloud / Rain
Partly Cloudy,rain,27.1777777777778,27.1944444444444,0.44,13.7816,1,9.982,0,1020.9,Partly cloudy starting in the morning continuing until night.,2010,7,14,-0.5,-0.866025403784439,-0.631087944326053,-0.77571129070442,0.017501015425829,0.999846845501382,False,Light Cloud
Partly Cloudy,rain,26.2055555555556,26.2055555555556,0.46,9.2414,1,9.982,0,1020.18,Partly cloudy starting in the morning continuing until night.,2010,7,16,-0.5,-0.866025403784439,-0.94226092211882,-0.334879612170986,0.017501015425829,0.999846845501382,False,Light Cloud
Partly Cloudy,rain,22.6388888888889,22.6388888888889,0.61,7.9856,5,10.3523,0,1020.6,Partly cloudy starting in the morning continuing until night.,2010,7,18,-0.5,-0.866025403784439,-0.979084087682323,0.203456013052633,0.087397897238169,0.996173482661703,False,Light Cloud
Clear,rain,17.4222222222222,17.4222222222222,0.87,3.8157,7,14.9569,0,1021.9,Partly cloudy starting in the morning continuing until night.,2010,7,21,-0.5,-0.866025403784439,-0.519583950035434,0.854419404546488,0.122207114581829,0.992504620213722,False,Clear
Overcast,rain,11.6055555555556,11.6055555555556,0.93,14.2968,271,6.3434,0,1002.74,Foggy in the morning.,2010,5,22,0.5,-0.866025403784439,-0.269796771157025,0.962917287347799,-0.999530989041473,0.030623552141682,True,Heavy Cloud / Rain
Overcast,rain,11.4777777777778,11.4777777777778,0.96,10.7226,283,4.8139,0,999.74,Foggy in the morning.,2010,6,3,1.22464679914735E-16,-1,0.730835964278124,0.682553143218654,-0.971182965557763,0.238335157730515,True,Heavy Cloud / Rain
Foggy,rain,12.0833333333333,12.0833333333333,0.93,12.9927,302,2.576,0,999.26,Foggy in the morning.,2010,6,4,1.22464679914735E-16,-1,0.887885218402375,0.460065037731152,-0.840176614468315,0.542312876945183,True,Heavy Cloud / Rain
Overcast,rain,12.6666666666667,12.6666666666667,0.96,11.0768,310,6.3434,0,1002.61,Foggy in the morning.,2010,6,19,1.22464679914735E-16,-1,-0.887885218402375,0.460065037731152,-0.756270303917195,0.654259296772306,True,Heavy Cloud / Rain
Partly Cloudy,rain,19.8444444444444,19.8444444444444,0.85,10.5938,140,9.982,0,1014.03,Partly cloudy starting in the morning.,2010,6,4,1.22464679914735E-16,-1,0.887885218402375,0.460065037731152,0.637558834511389,-0.770401669609093,False,Light Cloud
Partly Cloudy,rain,32.0611111111111,31.8944444444444,0.37,17.71,171,10.3523,0,1013.94,Partly cloudy starting in the morning.,2010,6,12,1.22464679914735E-16,-1,-0.136166649096246,-0.990685946036331,0.148218098934677,-0.988954698228483,False,Light Cloud
Mostly Cloudy,rain,31.1666666666667,31.1555555555555,0.4,15.5204,166,10.3523,0,1012.96,Partly cloudy starting in the morning.,2010,6,15,1.22464679914735E-16,-1,-0.816969893010442,-0.576680322114867,0.234083500898231,-0.972216495749392,True,Heavy Cloud / Rain
Mostly Cloudy,rain,27.3166666666667,28.0833333333333,0.55,11.9784,152,9.982,0,1012.55,Partly cloudy starting in the morning.,2010,6,18,1.22464679914735E-16,-1,-0.979084087682323,0.203456013052633,0.462934090562797,-0.886392705179141,True,Heavy Cloud / Rain
Mostly Cloudy,rain,24.9333333333333,24.9333333333333,0.64,9.1287,150,9.982,0,1012.64,Partly cloudy starting in the morning.,2010,6,19,1.22464679914735E-16,-1,-0.887885218402375,0.460065037731152,0.49367130363771,-0.869648574979942,True,Heavy Cloud / Rain
Clear,rain,28.0388888888889,29.7111111111111,0.62,7.406,207,10.3523,0,1009.66,Partly cloudy starting in the morning continuing until evening.,2010,6,18,1.22464679914735E-16,-1,-0.979084087682323,0.203456013052633,-0.462934090562796,-0.886392705179142,False,Clear
Clear,rain,24.4277777777778,24.4277777777778,0.77,10.2235,190,15.3111,0,1010.19,Partly cloudy starting in the morning continuing until evening.,2010,6,21,1.22464679914735E-16,-1,-0.519583950035434,0.854419404546488,-0.182737426164013,-0.983161753262886,False,Clear
Clear,rain,25.4444444444444,25.4444444444444,0.82,6.2629,171,14.9086,0,1007.96,Partly cloudy overnight.,2010,6,20,1.22464679914735E-16,-1,-0.730835964278124,0.682553143218654,0.148218098934677,-0.988954698228483,False,Clear
Clear,rain,25.5833333333333,25.5833333333333,0.79,6.601,192,14.5222,0,1008.33,Partly cloudy overnight.,2010,6,21,1.22464679914735E-16,-1,-0.519583950035434,0.854419404546488,-0.217032874067661,-0.97616429537959,False,Clear
Partly Cloudy,rain,21.6277777777778,21.6277777777778,0.96,3.1878,185,9.982,0,1008.98,Partly cloudy starting overnight continuing until morning.,2010,6,1,1.22464679914735E-16,-1,0.269796771157024,0.962917287347799,-0.096111908354272,-0.995370534561125,False,Light Cloud
Clear,rain,24.8166666666667,24.8166666666667,0.69,11.0285,320,9.982,0,1010.27,Partly cloudy starting overnight continuing until morning.,2010,6,6,1.22464679914735E-16,-1,0.997668769190539,-0.068242413364671,-0.630792758907189,0.775951348545936,False,Clear
Partly Cloudy,rain,27.2888888888889,28.4444444444444,0.6,16.4381,142,9.982,0,1008.85,Partly cloudy until night.,2010,6,8,1.22464679914735E-16,-1,0.816969893010442,-0.576680322114867,0.610206791305022,-0.792242180046751,False,Light Cloud
Partly Cloudy,rain,30.9666666666667,33.0166666666667,0.52,12.8317,242,11.4471,0,1008.62,Partly cloudy until night.,2010,6,12,1.22464679914735E-16,-1,-0.136166649096246,-0.990685946036331,-0.888409771397379,-0.459051280453127,False,Light Cloud
Partly Cloudy,rain,29.1944444444444,30.3611111111111,0.53,20.8817,280,11.4471,0,1009.41,Partly cloudy until night.,2010,6,15,1.22464679914735E-16,-1,-0.816969893010442,-0.576680322114867,-0.982352781163204,0.187037465072958,False,Light Cloud
Mostly Cloudy,rain,21.0444444444444,21.0444444444444,0.83,10.0142,38,14.9569,0,1015.03,Partly cloudy starting in the morning.,2010,6,0,1.22464679914735E-16,-1,0,1,0.617116213637871,0.786872021910334,True,Heavy Cloud / Rain
Clear,rain,17.0333333333333,17.0333333333333,0.9,10.9963,320,6.2951,0,1016.5,Partly cloudy starting in the morning.,2010,6,2,1.22464679914735E-16,-1,0.519583950035434,0.854419404546488,-0.630792758907189,0.775951348545936,False,Clear
Partly Cloudy,rain,20.9222222222222,20.9222222222222,0.73,5.0071,18,10.0464,0,1017.81,Partly cloudy starting in the morning.,2010,6,7,1.22464679914735E-16,-1,0.94226092211882,-0.334879612170986,0.309849141174301,0.950785732809211,False,Light Cloud
Mostly Cloudy,rain,21.5944444444445,21.5944444444445,0.81,16.6313,50,15.8263,0,1015.3,Partly cloudy throughout the day.,2010,6,23,1.22464679914735E-16,-1,-2.44929359829471E-16,1,0.767604679763283,0.640923595762792,True,Heavy Cloud / Rain
Mostly Cloudy,rain,21.0166666666667,21.0166666666667,0.81,14.1036,41,15.8263,0,1013.91,Partly cloudy throughout the day.,2010,6,1,1.22464679914735E-16,-1,0.269796771157024,0.962917287347799,0.657562066888881,0.753400377083011,True,Heavy Cloud / Rain
Mostly Cloudy,rain,20.4333333333333,20.4333333333333,0.81,17.0499,41,15.8263,0,1013.96,Partly cloudy throughout the day.,2010,6,2,1.22464679914735E-16,-1,0.519583950035434,0.854419404546488,0.657562066888881,0.753400377083011,True,Heavy Cloud / Rain
Mostly Cloudy,rain,19.9444444444444,19.9444444444444,0.78,20.0445,11,11.27,0,1013.95,Partly cloudy throughout the day.,2010,6,19,1.22464679914735E-16,-1,-0.887885218402375,0.460065037731152,0.191333923192564,0.981525002145,True,Heavy Cloud / Rain
Partly Cloudy,rain,19.9722222222222,19.9722222222222,0.72,9.3541,13,9.982,0,1016.71,Partly cloudy throughout the day.,2010,6,7,1.22464679914735E-16,-1,0.94226092211882,-0.334879612170986,0.225566824291765,0.974227698117297,False,Light Cloud
Partly Cloudy,rain,25.9944444444444,25.9944444444444,0.5,9.2253,352,11.27,0,1015.3,Partly cloudy throughout the day.,2010,6,14,1.22464679914735E-16,-1,-0.631087944326053,-0.77571129070442,-0.12220711458183,0.992504620213721,False,Light Cloud
Partly Cloudy,rain,21.9888888888889,21.9888888888889,0.73,4.8622,42,9.982,0,1014.48,Partly cloudy throughout the day.,2010,6,19,1.22464679914735E-16,-1,-0.887885218402375,0.460065037731152,0.670646629921371,0.741776986549938,False,Light Cloud
Mostly Cloudy,rain,17.2444444444444,17.2444444444444,0.93,5.8765,0,8.1949,0,1014.18,Partly cloudy throughout the day.,2010,6,1,1.22464679914735E-16,-1,0.269796771157024,0.962917287347799,0,1,True,Heavy Cloud / Rain
Mostly Cloudy,rain,19.7888888888889,19.7888888888889,0.88,13.9909,0,4.9427,0,1010.41,Partly cloudy throughout the day.,2010,6,8,1.22464679914735E-16,-1,0.816969893010442,-0.576680322114867,0,1,True,Heavy Cloud / Rain
Mostly Cloudy,rain,22.1666666666667,22.1666666666667,0.69,19.8835,32,11.27,0,1008.04,Partly cloudy throughout the day.,2010,6,13,1.22464679914735E-16,-1,-0.398401089846242,-0.917211301505453,0.531237952251067,0.847222661458069,True,Heavy Cloud / Rain
Partly Cloudy,rain,17.2722222222222,17.2722222222222,0.91,14.168,167,14.8764,0,1004.57,Partly cloudy throughout the day.,2010,6,21,1.22464679914735E-16,-1,-0.519583950035434,0.854419404546488,0.217032874067661,-0.97616429537959,False,Light Cloud
Mostly Cloudy,rain,17.8388888888889,17.8388888888889,0.9,3.4615,318,10.7226,0,1004.21,Partly cloudy throughout the day.,2010,6,6,1.22464679914735E-16,-1,0.997668769190539,-0.068242413364671,-0.657562066888881,0.753400377083011,True,Heavy Cloud / Rain
Partly Cloudy,rain,24.7888888888889,24.7888888888889,0.54,10.6743,17,11.27,0,1002.82,Partly cloudy throughout the day.,2010,6,13,1.22464679914735E-16,-1,-0.398401089846242,-0.917211301505453,0.293161970607886,0.956062790296381,False,Light Cloud
Mostly Cloudy,rain,17.3722222222222,17.3722222222222,0.92,11.9945,163,11.0285,0,1002.84,Partly cloudy throughout the day.,2010,6,18,1.22464679914735E-16,-1,-0.979084087682323,0.203456013052633,0.284784390461447,-0.958591597579231,True,Heavy Cloud / Rain
Mostly Cloudy,rain,13.0722222222222,13.0722222222222,0.94,8.6296,266,8.05,0,1003.45,Mostly cloudy throughout the day.,2010,6,9,1.22464679914735E-16,-1,0.631087944326053,-0.77571129070442,-0.998382700444887,-0.056850536078161,True,Heavy Cloud / Rain
Partly Cloudy,rain,15.05,15.05,0.86,18.032,241,11.4471,0,1004.84,Mostly cloudy throughout the day.,2010,6,15,1.22464679914735E-16,-1,-0.816969893010442,-0.576680322114867,-0.880239843903818,-0.474529047798112,False,Light Cloud
Partly Cloudy,rain,14.9777777777778,14.9777777777778,0.83,12.3648,250,11.1251,0,1004.97,Mostly cloudy throughout the day.,2010,6,16,1.22464679914735E-16,-1,-0.94226092211882,-0.334879612170986,-0.943780060746493,-0.330574041535851,False,Light Cloud
Partly Cloudy,rain,21.0833333333333,21.0833333333333,0.79,10.7226,110,11.1251,0,1002,Partly cloudy throughout the day.,2010,6,8,1.22464679914735E-16,-1,0.816969893010442,-0.576680322114867,0.937850135184186,-0.347040522035977,False,Light Cloud
Partly Cloudy,rain,23.6,23.6,0.7,3.1878,140,11.1251,0,1002.21,Partly cloudy throughout the day.,2010,6,13,1.22464679914735E-16,-1,-0.398401089846242,-0.917211301505453,0.637558834511389,-0.770401669609093,False,Light Cloud
Overcast,rain,17.2,17.2,0.93,4.8461,344,9.9015,0,1004.37,Partly cloudy throughout the day.,2010,6,20,1.22464679914735E-16,-1,-0.730835964278124,0.682553143218654,-0.259523373963786,0.965736826659548,True,Heavy Cloud / Rain
Mostly Cloudy,rain,16.6666666666667,16.6666666666667,0.97,4.1538,13,14.812,0,1004.83,Mostly cloudy throughout the day.,2010,6,22,1.22464679914735E-16,-1,-0.269796771157025,0.962917287347799,0.225566824291765,0.974227698117297,True,Heavy Cloud / Rain
Partly Cloudy,rain,16.1388888888889,16.1388888888889,0.97,4.8944,313,14.812,0,1004.82,Mostly cloudy throughout the day.,2010,6,23,1.22464679914735E-16,-1,-2.44929359829471E-16,1,-0.720891502974423,0.69304793552775,False,Light Cloud
Mostly Cloudy,rain,17.1333333333333,17.1333333333333,1,9.0965,22,6.3434,0,1005.44,Mostly cloudy throughout the day.,2010,6,5,1.22464679914735E-16,-1,0.979084087682323,0.203456013052634,0.375598058743985,0.926782659671484,True,Heavy Cloud / Rain
Mostly Cloudy,rain,19.8444444444444,19.8444444444444,0.93,14.0231,40,6.3434,0,1004.76,Mostly cloudy throughout the day.,2010,6,10,1.22464679914735E-16,-1,0.398401089846241,-0.917211301505453,0.644276086679061,0.764792994302063,True,Heavy Cloud / Rain
Overcast,rain,17.6833333333333,17.6833333333333,0.96,3.2361,137,10.6743,0,1004.67,Mostly cloudy throughout the day.,2010,6,18,1.22464679914735E-16,-1,-0.979084087682323,0.203456013052633,0.677112125077616,-0.735879861168163,True,Heavy Cloud / Rain
Overcast,rain,16.6222222222222,16.6222222222222,0.92,16.2771,11,10.0464,0,1005.56,Mostly cloudy throughout the day.,2010,6,20,1.22464679914735E-16,-1,-0.730835964278124,0.682553143218654,0.191333923192564,0.981525002145,True,Heavy Cloud / Rain
Overcast,rain,15.9055555555556,15.9055555555556,0.88,17.6456,335,8.0017,0,1006.35,Overcast throughout the day.,2010,6,7,1.22464679914735E-16,-1,0.94226092211882,-0.334879612170986,-0.40780228526046,0.913070258050467,True,Heavy Cloud / Rain
Overcast,rain,14.9333333333333,14.9333333333333,0.99,23.9407,349,6.3434,0,1008.6,Overcast throughout the day.,2010,6,11,1.22464679914735E-16,-1,0.136166649096247,-0.990685946036331,-0.174126935338113,0.984723215116693,True,Heavy Cloud / Rain
Overcast,rain,14.8833333333333,14.8833333333333,0.84,24.6008,329,15.8263,0,1011.21,Mostly cloudy throughout the day.,2010,6,22,1.22464679914735E-16,-1,-0.269796771157025,0.962917287347799,-0.50126255923153,0.865295236732906,True,Heavy Cloud / Rain
Mostly Cloudy,rain,15.8777777777778,15.8777777777778,0.73,24.5364,340,11.27,0,1011.74,Mostly cloudy throughout the day.,2010,6,4,1.22464679914735E-16,-1,0.887885218402375,0.460065037731152,-0.32644140216099,0.945217441097638,True,Heavy Cloud / Rain
Mostly Cloudy,rain,16.1333333333333,16.1333333333333,0.72,23.4416,0,10.4006,0,1012.33,Mostly cloudy throughout the day.,2010,6,6,1.22464679914735E-16,-1,0.997668769190539,-0.068242413364671,0,1,True,Heavy Cloud / Rain
Mostly Cloudy,rain,21.1833333333333,21.1833333333333,0.53,17.2109,339,11.2056,0,1012.12,Mostly cloudy throughout the day.,2010,6,16,1.22464679914735E-16,-1,-0.94226092211882,-0.334879612170986,-0.342933671209126,0.939359620779513,True,Heavy Cloud / Rain
Mostly Cloudy,rain,20.0944444444444,20.0944444444444,0.6,14.2163,330,11.2056,0,1012.31,Mostly cloudy throughout the day.,2010,6,17,1.22464679914735E-16,-1,-0.997668769190539,-0.068242413364671,-0.486042243329636,0.87393531665627,True,Heavy Cloud / Rain
